CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.2MiB / 15.63GiB   1.28%     39.5MB / 1.22MB   0B / 0B       33
29bdf4609909   edge-broker           0.65%     142.7MiB / 15.63GiB   0.89%     40.9MB / 73.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.06%     204.2MiB / 15.63GiB   1.28%     40.9MB / 1.22MB   0B / 0B       33
29bdf4609909   edge-broker           1.02%     142.7MiB / 15.63GiB   0.89%     42.4MB / 75.4MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.09%     204.2MiB / 15.63GiB   1.28%     41.9MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.91%     142.8MiB / 15.63GiB   0.89%     43.8MB / 76.8MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.06%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.97%     142.8MiB / 15.63GiB   0.89%     44.9MB / 77.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.47%     142.8MiB / 15.63GiB   0.89%     45.1MB / 78MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.60%     142.8MiB / 15.63GiB   0.89%     45.1MB / 78MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.45%     142.8MiB / 15.63GiB   0.89%     45.1MB / 78MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.45%     142.8MiB / 15.63GiB   0.89%     45.1MB / 78MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     43.3MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.29%     142.8MiB / 15.63GiB   0.89%     45.1MB / 78MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.14%     204.2MiB / 15.63GiB   1.28%     43.8MB / 1.23MB   0B / 0B       33
29bdf4609909   edge-broker           0.64%     142.8MiB / 15.63GiB   0.89%     45.5MB / 78.5MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.2MiB / 15.63GiB   1.28%     45.1MB / 1.39MB   0B / 0B       33
29bdf4609909   edge-broker           0.56%     142.9MiB / 15.63GiB   0.89%     47MB / 84.6MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.06%     204.2MiB / 15.63GiB   1.28%     46.2MB / 1.4MB   0B / 0B       33
29bdf4609909   edge-broker           0.85%     143.4MiB / 15.63GiB   0.90%     48.4MB / 86MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.2MiB / 15.63GiB   1.28%     47.8MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.72%     145.1MiB / 15.63GiB   0.91%     49.6MB / 87.3MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     48.2MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.58%     146MiB / 15.63GiB     0.91%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     48.2MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.41%     146MiB / 15.63GiB     0.91%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     48.2MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.73%     146MiB / 15.63GiB     0.91%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     48.2MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.37%     145.4MiB / 15.63GiB   0.91%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     48.2MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.38%     145.2MiB / 15.63GiB   0.91%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.09%     204.2MiB / 15.63GiB   1.28%     48.4MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           0.30%     144.5MiB / 15.63GiB   0.90%     50.2MB / 87.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.2MiB / 15.63GiB   1.28%     49.7MB / 1.41MB   0B / 0B       33
29bdf4609909   edge-broker           1.09%     144.2MiB / 15.63GiB   0.90%     51.6MB / 89.3MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     51MB / 1.42MB   0B / 0B       33
29bdf4609909   edge-broker           1.07%     142.9MiB / 15.63GiB   0.89%     53MB / 90.7MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.17%     204.2MiB / 15.63GiB   1.28%     52.4MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           1.17%     142.5MiB / 15.63GiB   0.89%     54.3MB / 96.8MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           0.81%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           0.44%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           0.55%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.2MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           0.40%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           1.92%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     53.1MB / 1.58MB   0B / 0B       33
29bdf4609909   edge-broker           0.66%     142.5MiB / 15.63GiB   0.89%     55.4MB / 97.9MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.3MiB / 15.63GiB   1.28%     54.2MB / 1.59MB   0B / 0B       33
29bdf4609909   edge-broker           0.86%     142.5MiB / 15.63GiB   0.89%     56.3MB / 98.8MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.08%     204.3MiB / 15.63GiB   1.28%     55.8MB / 1.6MB   0B / 0B       33
29bdf4609909   edge-broker           1.05%     142.5MiB / 15.63GiB   0.89%     57.9MB / 100MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.13%     204.3MiB / 15.63GiB   1.28%     56.8MB / 1.6MB   0B / 0B       33
29bdf4609909   edge-broker           1.14%     142.5MiB / 15.63GiB   0.89%     59MB / 101MB     0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.61MB   0B / 0B       33
29bdf4609909   edge-broker           0.84%     143.2MiB / 15.63GiB   0.89%     60.4MB / 103MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           1.33%     143.6MiB / 15.63GiB   0.90%     60.6MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           0.40%     143.6MiB / 15.63GiB   0.90%     60.6MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           0.53%     143.6MiB / 15.63GiB   0.90%     60.6MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           0.44%     143.7MiB / 15.63GiB   0.90%     60.6MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.02%     204.3MiB / 15.63GiB   1.28%     58.1MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           0.43%     143.7MiB / 15.63GiB   0.90%     60.6MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     58.7MB / 1.76MB   0B / 0B       33
29bdf4609909   edge-broker           0.64%     143.7MiB / 15.63GiB   0.90%     61.2MB / 108MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.08%     204.3MiB / 15.63GiB   1.28%     60.2MB / 1.77MB   0B / 0B       33
29bdf4609909   edge-broker           1.54%     143.7MiB / 15.63GiB   0.90%     62.6MB / 110MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.18%     204.3MiB / 15.63GiB   1.28%     61.5MB / 1.78MB   0B / 0B       33
29bdf4609909   edge-broker           0.46%     143.8MiB / 15.63GiB   0.90%     63.7MB / 111MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.18%     204.3MiB / 15.63GiB   1.28%     62.9MB / 1.78MB   0B / 0B       33
29bdf4609909   edge-broker           1.16%     145MiB / 15.63GiB     0.91%     65.1MB / 112MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     63MB / 1.78MB    0B / 0B       33
29bdf4609909   edge-broker           0.55%     144.9MiB / 15.63GiB   0.91%     65.6MB / 113MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     63MB / 1.78MB    0B / 0B       33
29bdf4609909   edge-broker           0.54%     136.4MiB / 15.63GiB   0.85%     65.6MB / 113MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     63MB / 1.78MB    0B / 0B       33
29bdf4609909   edge-broker           0.36%     134.4MiB / 15.63GiB   0.84%     65.6MB / 113MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     63MB / 1.94MB    0B / 0B       33
29bdf4609909   edge-broker           0.66%     134.4MiB / 15.63GiB   0.84%     65.8MB / 118MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     63MB / 1.94MB    0B / 0B       33
29bdf4609909   edge-broker           0.71%     134.4MiB / 15.63GiB   0.84%     65.8MB / 118MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.08%     204.3MiB / 15.63GiB   1.28%     63.3MB / 1.94MB   0B / 0B       33
29bdf4609909   edge-broker           0.87%     134.4MiB / 15.63GiB   0.84%     66.3MB / 118MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.16%     204.3MiB / 15.63GiB   1.28%     64.7MB / 1.95MB   0B / 0B       33
29bdf4609909   edge-broker           1.02%     134.4MiB / 15.63GiB   0.84%     67.7MB / 120MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     66MB / 1.95MB    0B / 0B       33
29bdf4609909   edge-broker           0.75%     134.5MiB / 15.63GiB   0.84%     68.8MB / 121MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.3MiB / 15.63GiB   1.28%     67.4MB / 1.96MB   0B / 0B       33
29bdf4609909   edge-broker           0.93%     135MiB / 15.63GiB     0.84%     70MB / 122MB      0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     68MB / 1.96MB    0B / 0B       33
29bdf4609909   edge-broker           0.41%     136MiB / 15.63GiB     0.85%     70.8MB / 123MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     68MB / 1.96MB    0B / 0B       33
29bdf4609909   edge-broker           0.47%     136.1MiB / 15.63GiB   0.85%     70.8MB / 123MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     68MB / 1.96MB    0B / 0B       33
29bdf4609909   edge-broker           0.38%     136.1MiB / 15.63GiB   0.85%     70.8MB / 123MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     68MB / 1.96MB    0B / 0B       33
29bdf4609909   edge-broker           0.53%     136MiB / 15.63GiB     0.85%     70.8MB / 123MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     68MB / 1.96MB    0B / 0B       33
29bdf4609909   edge-broker           0.53%     136MiB / 15.63GiB     0.85%     70.8MB / 123MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.3MiB / 15.63GiB   1.28%     68.1MB / 2.12MB   0B / 0B       33
29bdf4609909   edge-broker           0.56%     135.3MiB / 15.63GiB   0.85%     71MB / 128MB      0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.3MiB / 15.63GiB   1.28%     69.2MB / 2.12MB   0B / 0B       33
29bdf4609909   edge-broker           0.82%     135.4MiB / 15.63GiB   0.85%     72.3MB / 129MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.3MiB / 15.63GiB   1.28%     70.5MB / 2.13MB   0B / 0B       33
29bdf4609909   edge-broker           0.77%     135.9MiB / 15.63GiB   0.85%     73.7MB / 131MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.08%     204.3MiB / 15.63GiB   1.28%     71.9MB / 2.13MB   0B / 0B       33
29bdf4609909   edge-broker           1.17%     137MiB / 15.63GiB     0.86%     74.8MB / 132MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.54%     138.2MiB / 15.63GiB   0.86%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.33%     138.2MiB / 15.63GiB   0.86%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.51%     138.2MiB / 15.63GiB   0.86%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.45%     136.4MiB / 15.63GiB   0.85%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.62%     135.4MiB / 15.63GiB   0.85%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     73MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.27%     135.6MiB / 15.63GiB   0.85%     76MB / 133MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.3MiB / 15.63GiB   1.28%     73.6MB / 2.14MB   0B / 0B       33
29bdf4609909   edge-broker           0.81%     135.5MiB / 15.63GiB   0.85%     76.8MB / 134MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.08%     204.3MiB / 15.63GiB   1.28%     75MB / 2.3MB     0B / 0B       33
29bdf4609909   edge-broker           2.14%     135.2MiB / 15.63GiB   0.84%     78.6MB / 141MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.3MiB / 15.63GiB   1.28%     76.4MB / 2.3MB   0B / 0B       33
29bdf4609909   edge-broker           0.87%     135.1MiB / 15.63GiB   0.84%     79.5MB / 141MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.3MiB / 15.63GiB   1.28%     77.8MB / 2.31MB   0B / 0B       33
29bdf4609909   edge-broker           0.69%     136.1MiB / 15.63GiB   0.85%     80.9MB / 143MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     78MB / 2.31MB    0B / 0B       33
29bdf4609909   edge-broker           0.37%     136.3MiB / 15.63GiB   0.85%     81.3MB / 143MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     78MB / 2.31MB    0B / 0B       33
29bdf4609909   edge-broker           0.54%     136.3MiB / 15.63GiB   0.85%     81.3MB / 143MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     78MB / 2.31MB    0B / 0B       33
29bdf4609909   edge-broker           0.41%     136.3MiB / 15.63GiB   0.85%     81.3MB / 143MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     78MB / 2.31MB    0B / 0B       33
29bdf4609909   edge-broker           0.42%     136.3MiB / 15.63GiB   0.85%     81.3MB / 143MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.01%     204.3MiB / 15.63GiB   1.28%     78MB / 2.31MB    0B / 0B       33
29bdf4609909   edge-broker           0.29%     136MiB / 15.63GiB     0.85%     81.3MB / 143MB   0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.06%     204.3MiB / 15.63GiB   1.28%     78.4MB / 2.31MB   0B / 0B       33
29bdf4609909   edge-broker           0.56%     134.7MiB / 15.63GiB   0.84%     81.6MB / 144MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.10%     204.3MiB / 15.63GiB   1.28%     79.7MB / 2.32MB   0B / 0B       33
29bdf4609909   edge-broker           0.69%     134.6MiB / 15.63GiB   0.84%     83.1MB / 145MB    0B / 27.3MB   43
CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O     PIDS
0e7525214456   server-src_server_1   0.07%     204.3MiB / 15.63GiB   1.28%     81MB / 2.32MB    0B / 0B       33
29bdf4609909   edge-broker           1.09%     134.7MiB / 15.63GiB   0.84%     84.4MB / 146MB   0B / 27.3MB   43
