CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT   MEM %     NET I/O   BLOCK I/O   PIDS
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
cebfce5a5ab9   client13   0.01%     256.6MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
e60dfaf52b5f   client12   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
f64e182a60b0   client11   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
7c0b45ab3d68   client10   0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
dbaccf4c7dd7   client9    0.01%     256.3MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
521895a18617   client8    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
c9320e0cd7da   client7    0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
9997f5cb6301   client6    0.01%     256.2MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
631abb7fc8d4   client5    0.01%     256.4MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
d2383d55bd3b   client4    0.01%     255.3MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
b338c6bbe0f8   client3    0.01%     256.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
81f5883cc05a   client2    0.01%     254.6MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
4da40d3882e4   client1    0.01%     254.4MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
CONTAINER ID   NAME       CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
434cd449cabb   client32   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
d8f01aa5df7d   client31   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
0be926f2b330   client30   0.01%     255.7MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
354cbb6f4bce   client29   0.01%     255.1MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
66cec0523f52   client28   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
d4c650a2f1e3   client27   0.01%     255.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
16d3ea049012   client26   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
ed996f829d94   client25   0.01%     254.3MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
3ace4713ca75   client24   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
04b6b25ceff6   client23   0.01%     255.4MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
aa0c897002d5   client22   0.01%     256.7MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
0521aa93a2c4   client21   0.01%     256.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
c061f8b3a9e2   client20   0.01%     256.9MiB / 15.63GiB   1.60%     1.55MB / 1.86MB   0B / 0B     35
7727ed9fc4bc   client19   0.01%     256.3MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
386fd3de0827   client18   0.01%     255.2MiB / 15.63GiB   1.59%     1.55MB / 1.86MB   0B / 0B     35
443f177ffaeb   client17   0.01%     255.2MiB / 15.63GiB   1.59%     1.54MB / 1.86MB   0B / 0B     35
67829bd0f203   client16   0.01%     255.8MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
73696ace082e   client15   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
3586d431ab78   client14   0.01%     255.5MiB / 15.63GiB   1.60%     1.54MB / 1.86MB   0B / 0B     35
